thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture,person
"(0, 0, 0)","(0.56016, -0.0489638, 0.826936)","(0.719263, -0.193004, 0.667391)","(0.846044, -0.354728, 0.397967)","(0.685109, -0.316212, 0.656229)","(0.383444, -0.663035, 0.642927)","(0.515511, -0.449386, 0.72959)","(0.604659, -0.225666, 0.763847)","(0.590668, -0.291173, 0.752549)","(0.56256, 0.816398, 0.130462)","(-0.447449, 0.53594, -0.715931)","(-0.723986, -0.0426734, -0.688493)","(0.475071, -0.254251, 0.842415)","(0.593977, 0.797764, 0.103753)","(-0.326933, 0.481174, -0.81338)","(-0.638859, -0.0605881, -0.766934)","(0.343186, -0.251504, 0.904969)","(0.683403, 0.727928, 0.0555109)","(-0.00945609, 0.35554, -0.934613)","(-0.390309, -0.0686947, -0.918117)",fist,peter
"(0, 0, 0)","(0.570307, -0.0490819, 0.819964)","(0.72596, -0.195653, 0.659319)","(0.847713, -0.36031, 0.389307)","(0.690499, -0.318594, 0.649391)","(0.385525, -0.662448, 0.642287)","(0.51994, -0.450994, 0.725443)","(0.611373, -0.22956, 0.757314)","(0.597554, -0.29204, 0.746754)","(0.571932, 0.811782, 0.117917)","(-0.451563, 0.535637, -0.713571)","(-0.733204, -0.0401153, -0.678824)","(0.483486, -0.253441, 0.83786)","(0.602898, 0.792601, 0.0910909)","(-0.332517, 0.479453, -0.812132)","(-0.64909, -0.0588788, -0.758429)","(0.352452, -0.249031, 0.902087)","(0.690985, 0.721637, 0.0421943)","(-0.0183117, 0.34951, -0.936754)","(-0.402977, -0.0710492, -0.912448)",fist,peter
"(0, 0, 0)","(0.574164, -0.0491928, 0.817261)","(0.728485, -0.196727, 0.656208)","(0.848304, -0.362501, 0.38597)","(0.692529, -0.319559, 0.646751)","(0.386355, -0.662163, 0.642082)","(0.521801, -0.451227, 0.72396)","(0.61413, -0.230323, 0.754848)","(0.600164, -0.292426, 0.744507)","(0.575476, 0.80996, 0.113105)","(-0.453129, 0.535552, -0.712642)","(-0.736697, -0.0390769, -0.675093)","(0.486689, -0.253188, 0.83608)","(0.606309, 0.79053, 0.0863216)","(-0.33448, 0.47901, -0.811586)","(-0.65288, -0.057923, -0.755244)","(0.355992, -0.248141, 0.900942)","(0.693856, 0.719152, 0.0372026)","(-0.0218019, 0.347156, -0.937554)","(-0.407919, -0.0720237, -0.910173)",fist,peter
"(0, 0, 0)","(0.570529, -0.0484713, 0.819846)","(0.726042, -0.195339, 0.659322)","(0.847618, -0.360426, 0.389406)","(0.690507, -0.318264, 0.649544)","(0.386012, -0.660815, 0.643675)","(0.519824, -0.450245, 0.725991)","(0.610991, -0.230013, 0.757485)","(0.597611, -0.291534, 0.746906)","(0.572478, 0.811565, 0.116753)","(-0.451474, 0.535052, -0.714066)","(-0.733458, -0.0404838, -0.678528)","(0.483597, -0.252755, 0.838003)","(0.603566, 0.792189, 0.0902468)","(-0.331887, 0.479314, -0.812471)","(-0.649038, -0.0585578, -0.758499)","(0.352587, -0.248185, 0.902268)","(0.691516, 0.72117, 0.04147)","(-0.0186725, 0.348113, -0.937267)","(-0.403672, -0.0723678, -0.912037)",fist,peter
"(0, 0, 0)","(0.573406, -0.0449364, 0.818038)","(0.72875, -0.191824, 0.657363)","(0.84984, -0.35731, 0.387429)","(0.693498, -0.314861, 0.648015)","(0.390189, -0.657521, 0.64453)","(0.523218, -0.447073, 0.725512)","(0.613667, -0.227384, 0.756115)","(0.600863, -0.288116, 0.745622)","(0.57081, 0.813305, 0.112741)","(-0.455242, 0.532073, -0.7139)","(-0.735642, -0.0440803, -0.675935)","(0.48706, -0.249392, 0.837004)","(0.601925, 0.793873, 0.0863279)","(-0.335555, 0.476684, -0.812512)","(-0.651282, -0.0617584, -0.756319)","(0.356256, -0.244988, 0.9017)","(0.689854, 0.722979, 0.0374617)","(-0.0228462, 0.345528, -0.93813)","(-0.406728, -0.0759505, -0.910387)",fist,peter
"(0, 0, 0)","(0.575393, -0.0424808, 0.816773)","(0.730621, -0.189383, 0.655993)","(0.851377, -0.355149, 0.386039)","(0.695568, -0.312495, 0.646941)","(0.393054, -0.65523, 0.645122)","(0.525472, -0.445003, 0.725156)","(0.615403, -0.225829, 0.755169)","(0.603115, -0.285741, 0.744717)","(0.569636, 0.814508, 0.109958)","(-0.457859, 0.529996, -0.713771)","(-0.737148, -0.0465837, -0.674124)","(0.489458, -0.247054, 0.836299)","(0.600788, 0.79502, 0.0836459)","(-0.338031, 0.474925, -0.812516)","(-0.652792, -0.0638862, -0.754839)","(0.358799, -0.242766, 0.901293)","(0.688693, 0.724221, 0.0347262)","(-0.0257766, 0.343692, -0.938729)","(-0.408883, -0.0784972, -0.909204)",fist,peter
"(0, 0, 0)","(0.577919, -0.0384986, 0.815186)","(0.732545, -0.18637, 0.654709)","(0.85235, -0.353679, 0.385242)","(0.697384, -0.309503, 0.646423)","(0.394741, -0.651573, 0.64779)","(0.526861, -0.442116, 0.725914)","(0.61675, -0.224124, 0.754578)","(0.605257, -0.282161, 0.744345)","(0.570521, 0.814698, 0.103796)","(-0.45975, 0.526464, -0.715168)","(-0.739295, -0.0497025, -0.671545)","(0.491914, -0.242905, 0.836073)","(0.601639, 0.794987, 0.0776233)","(-0.340008, 0.471051, -0.813944)","(-0.655057, -0.067149, -0.752589)","(0.361462, -0.238178, 0.901452)","(0.689311, 0.723891, 0.0288369)","(-0.0286113, 0.338544, -0.940515)","(-0.411938, -0.0833005, -0.907396)",fist,peter
"(0, 0, 0)","(0.579623, -0.0358258, 0.814097)","(0.733844, -0.184349, 0.653826)","(0.853009, -0.3527, 0.38468)","(0.698614, -0.307492, 0.646055)","(0.396028, -0.648931, 0.649654)","(0.527852, -0.440087, 0.726427)","(0.617651, -0.223021, 0.754167)","(0.606708, -0.279755, 0.744072)","(0.571104, 0.814808, 0.0996409)","(-0.461038, 0.524083, -0.716088)","(-0.740744, -0.0517952, -0.669788)","(0.493577, -0.240117, 0.835898)","(0.602537, 0.794629, 0.0742502)","(-0.340522, 0.469403, -0.814681)","(-0.656216, -0.0683068, -0.751475)","(0.363267, -0.235094, 0.901536)","(0.689724, 0.723643, 0.0249134)","(-0.0305703, 0.335041, -0.941707)","(-0.414044, -0.0865834, -0.90613)",fist,peter
"(0, 0, 0)","(0.576471, -0.0347321, 0.816379)","(0.732401, -0.18158, 0.656214)","(0.853873, -0.348117, 0.38693)","(0.698077, -0.304937, 0.647844)","(0.398125, -0.647824, 0.649478)","(0.527448, -0.439381, 0.727147)","(0.61528, -0.223033, 0.7561)","(0.60557, -0.278207, 0.745577)","(0.564924, 0.818438, 0.104982)","(-0.461753, 0.523437, -0.716099)","(-0.737576, -0.0545631, -0.673056)","(0.491783, -0.239702, 0.837074)","(0.596949, 0.798245, 0.0803569)","(-0.339534, 0.471015, -0.814163)","(-0.652173, -0.0690197, -0.754922)","(0.361169, -0.235836, 0.902185)","(0.685185, 0.727547, 0.0346039)","(-0.0282006, 0.338554, -0.940524)","(-0.41046, -0.0878174, -0.90764)",fist,peter
"(0, 0, 0)","(0.579046, -0.0271878, 0.814841)","(0.735313, -0.174039, 0.655)","(0.856916, -0.341364, 0.386221)","(0.701648, -0.297623, 0.647388)","(0.403893, -0.641265, 0.652418)","(0.531523, -0.432796, 0.728128)","(0.617885, -0.217144, 0.75569)","(0.609284, -0.270876, 0.745251)","(0.560713, 0.82208, 0.0989158)","(-0.466742, 0.517034, -0.717515)","(-0.739245, -0.0622339, -0.670554)","(0.495556, -0.232506, 0.836878)","(0.593108, 0.801624, 0.0749787)","(-0.343661, 0.46576, -0.815454)","(-0.653608, -0.0755575, -0.753052)","(0.365115, -0.229008, 0.902356)","(0.681939, 0.730676, 0.0327333)","(-0.0320364, 0.333629, -0.94216)","(-0.413408, -0.0965339, -0.905414)",fist,peter
"(0, 0, 0)","(0.581209, -0.0235414, 0.813414)","(0.737166, -0.170909, 0.65374)","(0.858192, -0.33922, 0.385274)","(0.703577, -0.294545, 0.646701)","(0.406404, -0.637379, 0.654663)","(0.53319, -0.429777, 0.728698)","(0.619047, -0.215472, 0.755217)","(0.611452, -0.267481, 0.744702)","(0.560351, 0.822883, 0.0941821)","(-0.469031, 0.513839, -0.718317)","(-0.740969, -0.0654426, -0.668344)","(0.497938, -0.228833, 0.836477)","(0.592986, 0.802092, 0.070824)","(-0.345423, 0.463138, -0.816203)","(-0.655197, -0.0780736, -0.751413)","(0.367667, -0.225174, 0.902285)","(0.682015, 0.730667, 0.031326)","(-0.0341351, 0.330114, -0.943324)","(-0.416342, -0.101699, -0.903503)",fist,peter
"(0, 0, 0)","(0.58297, -0.0219326, 0.812198)","(0.738498, -0.169769, 0.652532)","(0.858851, -0.338798, 0.384175)","(0.70483, -0.293399, 0.645857)","(0.407612, -0.635461, 0.655776)","(0.533939, -0.428923, 0.728652)","(0.61966, -0.215953, 0.754576)","(0.612935, -0.266051, 0.743994)","(0.561004, 0.822797, 0.0909938)","(-0.47033, 0.512381, -0.718509)","(-0.742469, -0.0666308, -0.666558)","(0.499643, -0.227124, 0.835925)","(0.593829, 0.801702, 0.0681223)","(-0.346311, 0.462136, -0.816394)","(-0.656589, -0.0786782, -0.750134)","(0.369519, -0.223235, 0.90201)","(0.682921, 0.729844, 0.0307661)","(-0.0355004, 0.328081, -0.943982)","(-0.41888, -0.104657, -0.90199)",fist,peter
"(0, 0, 0)","(0.585296, -0.0180533, 0.810619)","(0.740591, -0.16626, 0.651063)","(0.860438, -0.336128, 0.382969)","(0.707089, -0.289961, 0.64494)","(0.410487, -0.631864, 0.657456)","(0.535838, -0.426357, 0.728764)","(0.620969, -0.214846, 0.753816)","(0.615432, -0.262381, 0.743236)","(0.560047, 0.823951, 0.0863271)","(-0.473126, 0.509, -0.719076)","(-0.744261, -0.0702115, -0.664188)","(0.502345, -0.223276, 0.835343)","(0.593069, 0.802611, 0.0639054)","(-0.348716, 0.459262, -0.816992)","(-0.658329, -0.0816874, -0.748285)","(0.372403, -0.219331, 0.901782)","(0.682765, 0.729971, 0.0312103)","(-0.0391109, 0.323384, -0.945459)","(-0.424, -0.113067, -0.898576)",fist,peter
"(0, 0, 0)","(0.581304, 0.00673987, 0.813659)","(0.738999, -0.14336, 0.658277)","(0.862041, -0.31798, 0.394682)","(0.706865, -0.267524, 0.654808)","(0.413969, -0.611691, 0.674139)","(0.535812, -0.4049, 0.74092)","(0.618173, -0.193774, 0.761784)","(0.614416, -0.238715, 0.752003)","(0.550697, 0.831744, 0.0702484)","(-0.474905, 0.48734, -0.732779)","(-0.740063, -0.0933896, -0.666022)","(0.500446, -0.198758, 0.842644)","(0.584272, 0.810083, 0.0489061)","(-0.348935, 0.43738, -0.82882)","(-0.653345, -0.105156, -0.749722)","(0.370132, -0.194716, 0.908344)","(0.675384, 0.73713, 0.022281)","(-0.0381369, 0.300398, -0.953051)","(-0.420451, -0.141845, -0.896159)",fist,peter
"(0, 0, 0)","(0.578347, 0.0167717, 0.815618)","(0.73727, -0.134026, 0.66217)","(0.862043, -0.310499, 0.400589)","(0.705709, -0.258358, 0.659717)","(0.414278, -0.603006, 0.681731)","(0.533603, -0.397583, 0.746455)","(0.61444, -0.188654, 0.766076)","(0.612785, -0.229083, 0.756317)","(0.546707, 0.834828, 0.064598)","(-0.474467, 0.478488, -0.738871)","(-0.737254, -0.1028, -0.667749)","(0.498313, -0.188817, 0.846187)","(0.580648, 0.812966, 0.0439685)","(-0.347443, 0.428814, -0.833908)","(-0.649964, -0.114309, -0.751319)","(0.367748, -0.184765, 0.911385)","(0.672526, 0.73976, 0.0215408)","(-0.0363778, 0.290736, -0.956112)","(-0.418459, -0.154978, -0.894916)",fist,peter
"(0, 0, 0)","(0.578433, 0.0234127, 0.815394)","(0.737793, -0.127813, 0.662817)","(0.863067, -0.305475, 0.402244)","(0.706616, -0.252251, 0.661108)","(0.416402, -0.597037, 0.685679)","(0.534339, -0.392195, 0.748776)","(0.614214, -0.184393, 0.767294)","(0.61362, -0.222685, 0.75755)","(0.544152, 0.836874, 0.0595014)","(-0.476072, 0.472601, -0.741622)","(-0.737056, -0.109056, -0.666974)","(0.499041, -0.182234, 0.847201)","(0.578328, 0.814855, 0.0393478)","(-0.34848, 0.423274, -0.836302)","(-0.649553, -0.120236, -0.750749)","(0.368476, -0.178193, 0.912399)","(0.670675, 0.741485, 0.0198543)","(-0.0376821, 0.284277, -0.958001)","(-0.419604, -0.164041, -0.892762)",fist,peter
"(0, 0, 0)","(0.581245, 0.0406576, 0.812712)","(0.740949, -0.112196, 0.662123)","(0.866337, -0.293527, 0.404106)","(0.710512, -0.236825, 0.662637)","(0.422614, -0.582394, 0.694417)","(0.539111, -0.376556, 0.753369)","(0.617615, -0.168839, 0.768144)","(0.617693, -0.206175, 0.758912)","(0.539363, 0.840961, 0.0432656)","(-0.481589, 0.457121, -0.747738)","(-0.738821, -0.124715, -0.662261)","(0.503203, -0.164886, 0.848292)","(0.573761, 0.81868, 0.0236949)","(-0.353643, 0.407449, -0.841975)","(-0.651379, -0.136275, -0.746415)","(0.372855, -0.16051, 0.913902)","(0.666678, 0.745311, 0.00724507)","(-0.0430729, 0.267205, -0.962677)","(-0.423112, -0.183734, -0.887253)",fist,peter
"(0, 0, 0)","(0.583073, 0.0519292, 0.810758)","(0.743002, -0.101972, 0.661475)","(0.868467, -0.28569, 0.405149)","(0.713055, -0.226703, 0.663445)","(0.426622, -0.572621, 0.700071)","(0.541317, -0.367996, 0.756012)","(0.618645, -0.16227, 0.768731)","(0.620355, -0.195344, 0.759606)","(0.536189, 0.843469, 0.0325709)","(-0.485208, 0.44691, -0.751561)","(-0.739959, -0.134929, -0.65898)","(0.505925, -0.153506, 0.848808)","(0.570779, 0.820993, 0.0134728)","(-0.356928, 0.397154, -0.8455)","(-0.652517, -0.146604, -0.743457)","(0.375722, -0.148905, 0.914691)","(0.664104, 0.74764, -0.000592161)","(-0.0466529, 0.255852, -0.96559)","(-0.425623, -0.196987, -0.883199)",fist,peter
"(0, 0, 0)","(0.58544, 0.0624521, 0.808306)","(0.744982, -0.0932966, 0.660528)","(0.86976, -0.280251, 0.406174)","(0.715087, -0.218, 0.664174)","(0.429035, -0.563103, 0.706289)","(0.543118, -0.359095, 0.758995)","(0.620138, -0.154649, 0.769099)","(0.62266, -0.185444, 0.7602)","(0.535992, 0.843981, 0.0202097)","(-0.487584, 0.437122, -0.755769)","(-0.741858, -0.143568, -0.655008)","(0.50848, -0.142504, 0.8492)","(0.570677, 0.821173, 0.0015872)","(-0.359217, 0.386641, -0.849395)","(-0.654509, -0.155846, -0.739817)","(0.378471, -0.137101, 0.915403)","(0.664121, 0.747555, -0.0102747)","(-0.0497417, 0.243084, -0.968729)","(-0.429063, -0.209901, -0.878548)",fist,peter
"(0, 0, 0)","(0.587093, 0.0737775, 0.80615)","(0.746611, -0.0835273, 0.659996)","(0.871194, -0.273461, 0.407724)","(0.716967, -0.208228, 0.665281)","(0.431854, -0.552999, 0.712527)","(0.545249, -0.348876, 0.762226)","(0.621726, -0.144987, 0.769698)","(0.62469, -0.174636, 0.761094)","(0.534406, 0.845187, 0.00834092)","(-0.490096, 0.426595, -0.760146)","(-0.743024, -0.153256, -0.651482)","(0.510624, -0.130792, 0.849798)","(0.569225, 0.822123, -0.00980311)","(-0.361519, 0.375576, -0.853374)","(-0.655702, -0.166031, -0.736538)","(0.380751, -0.124799, 0.916217)","(0.662894, 0.748456, -0.0196322)","(-0.0524739, 0.23037, -0.971687)","(-0.431364, -0.223108, -0.874156)",fist,peter
"(0, 0, 0)","(0.590469, 0.0787333, 0.80321)","(0.749108, -0.079968, 0.657603)","(0.872328, -0.272044, 0.406245)","(0.719258, -0.204568, 0.663943)","(0.433463, -0.548613, 0.714936)","(0.545543, -0.348513, 0.762182)","(0.621831, -0.148975, 0.768851)","(0.62743, -0.170083, 0.75987)","(0.535994, 0.844222, -0.000174242)","(-0.492376, 0.421778, -0.76136)","(-0.745929, -0.156764, -0.647313)","(0.513804, -0.125359, 0.848699)","(0.570825, 0.820874, -0.0180287)","(-0.363963, 0.3702, -0.854683)","(-0.658843, -0.169955, -0.732831)","(0.384212, -0.118622, 0.915593)","(0.664412, 0.746896, -0.0265048)","(-0.0560853, 0.222839, -0.973241)","(-0.435996, -0.230035, -0.870053)",fist,peter
"(0, 0, 0)","(0.594764, 0.0748408, 0.800409)","(0.752176, -0.0839694, 0.65359)","(0.873539, -0.275783, 0.40109)","(0.72198, -0.208492, 0.659755)","(0.434431, -0.55286, 0.711066)","(0.54458, -0.359597, 0.757709)","(0.620674, -0.166726, 0.766137)","(0.630746, -0.173975, 0.756236)","(0.538573, 0.842578, -0.000720337)","(-0.494936, 0.425246, -0.757763)","(-0.749679, -0.152812, -0.643918)","(0.517709, -0.129135, 0.845755)","(0.573363, 0.819091, -0.0185711)","(-0.366865, 0.373878, -0.851837)","(-0.662944, -0.165676, -0.730108)","(0.388478, -0.122175, 0.913323)","(0.666762, 0.744793, -0.0266725)","(-0.0604369, 0.225251, -0.972425)","(-0.441725, -0.227492, -0.867828)",fist,peter
"(0, 0, 0)","(0.614596, 0.0752005, 0.785249)","(0.765255, -0.0892184, 0.637515)","(0.87675, -0.287586, 0.385492)","(0.732653, -0.212963, 0.646426)","(0.438037, -0.551917, 0.709585)","(0.550248, -0.366758, 0.750144)","(0.629505, -0.181899, 0.755405)","(0.644414, -0.174994, 0.744384)","(0.555654, 0.830976, -0.0269917)","(-0.503535, 0.423293, -0.753177)","(-0.767417, -0.147389, -0.623977)","(0.534434, -0.126358, 0.835712)","(0.589643, 0.806408, -0.045027)","(-0.378498, 0.368063, -0.849275)","(-0.682874, -0.163128, -0.71209)","(0.406977, -0.115604, 0.906093)","(0.681363, 0.730014, -0.0531479)","(-0.0784411, 0.21057, -0.974427)","(-0.466891, -0.232977, -0.853073)",fist,peter
"(0, 0, 0)","(0.623693, 0.0749921, 0.778064)","(0.771157, -0.0919809, 0.629966)","(0.878015, -0.293301, 0.378238)","(0.737458, -0.21533, 0.640148)","(0.438932, -0.552377, 0.708674)","(0.550435, -0.374163, 0.74634)","(0.630461, -0.196221, 0.75101)","(0.650649, -0.175777, 0.738754)","(0.563356, 0.825286, -0.0391539)","(-0.507481, 0.422606, -0.750911)","(-0.775473, -0.144501, -0.614623)","(0.542133, -0.125395, 0.830884)","(0.597021, 0.800187, -0.057158)","(-0.383759, 0.365754, -0.847911)","(-0.691925, -0.161401, -0.703697)","(0.41555, -0.112877, 0.902539)","(0.687986, 0.722819, -0.064873)","(-0.0869571, 0.203893, -0.975124)","(-0.478773, -0.235511, -0.84576)",fist,peter
"(0, 0, 0)","(0.626138, 0.0751985, 0.776078)","(0.772604, -0.0927408, 0.628078)","(0.878057, -0.295216, 0.376646)","(0.738509, -0.215939, 0.638729)","(0.43795, -0.553087, 0.708727)","(0.547278, -0.381045, 0.745179)","(0.626774, -0.209318, 0.75056)","(0.652117, -0.175784, 0.737458)","(0.566102, 0.823199, -0.0432718)","(-0.508135, 0.422065, -0.750773)","(-0.777703, -0.143688, -0.61199)","(0.544037, -0.124743, 0.829737)","(0.599726, 0.797868, -0.0611103)","(-0.384651, 0.364755, -0.847937)","(-0.694366, -0.160876, -0.701409)","(0.417701, -0.111565, 0.901709)","(0.690468, 0.720144, -0.0681646)","(-0.0890804, 0.201025, -0.975527)","(-0.482402, -0.237108, -0.843248)",fist,peter
"(0, 0, 0)","(0.627311, 0.0761847, 0.775034)","(0.773271, -0.0924338, 0.627302)","(0.878018, -0.295815, 0.376269)","(0.738966, -0.215539, 0.638336)","(0.436698, -0.553433, 0.70923)","(0.543526, -0.387267, 0.744717)","(0.622139, -0.221489, 0.750923)","(0.65278, -0.174951, 0.737069)","(0.567556, 0.822032, -0.0463085)","(-0.508369, 0.420917, -0.751258)","(-0.778789, -0.143951, -0.610545)","(0.544918, -0.123456, 0.829351)","(0.601209, 0.79653, -0.063938)","(-0.384886, 0.363383, -0.848419)","(-0.695503, -0.161265, -0.700192)","(0.418704, -0.109846, 0.901455)","(0.691859, 0.718607, -0.0702451)","(-0.0900958, 0.198309, -0.97599)","(-0.484385, -0.239205, -0.841518)",fist,peter
"(0, 0, 0)","(0.628019, 0.0767794, 0.774401)","(0.773673, -0.092252, 0.626833)","(0.877995, -0.296183, 0.376033)","(0.739243, -0.215298, 0.638096)","(0.435552, -0.554245, 0.7093)","(0.539933, -0.39345, 0.74409)","(0.617557, -0.233098, 0.751191)","(0.653183, -0.17445, 0.736831)","(0.56843, 0.821322, -0.0481464)","(-0.508517, 0.420221, -0.751548)","(-0.779446, -0.144113, -0.609668)","(0.545454, -0.12268, 0.829114)","(0.602133, 0.795697, -0.0655894)","(-0.384957, 0.362637, -0.848707)","(-0.696159, -0.161408, -0.699507)","(0.419313, -0.108809, 0.901298)","(0.692745, 0.717654, -0.071257)","(-0.0907387, 0.196614, -0.976273)","(-0.485709, -0.24066, -0.840339)",fist,peter
"(0, 0, 0)","(0.637453, 0.0738883, 0.766938)","(0.779736, -0.0972533, 0.618509)","(0.879179, -0.303346, 0.367458)","(0.744209, -0.219894, 0.630713)","(0.436688, -0.557397, 0.706124)","(0.540348, -0.402847, 0.738741)","(0.618409, -0.248619, 0.745493)","(0.659682, -0.177745, 0.730224)","(0.576035, 0.815346, -0.0582689)","(-0.512749, 0.421971, -0.747683)","(-0.787685, -0.138974, -0.600199)","(0.553525, -0.124488, 0.823476)","(0.60937, 0.789253, -0.0758099)","(-0.390661, 0.362957, -0.845959)","(-0.705504, -0.157261, -0.691038)","(0.428352, -0.109029, 0.89701)","(0.69918, 0.710273, -0.0816072)","(-0.099851, 0.19304, -0.976097)","(-0.497898, -0.240026, -0.833358)",fist,peter
"(0, 0, 0)","(0.644907, 0.0729811, 0.760768)","(0.78436, -0.100307, 0.612142)","(0.879755, -0.308815, 0.361474)","(0.747879, -0.222554, 0.625417)","(0.436212, -0.559081, 0.705087)","(0.539033, -0.410084, 0.735714)","(0.617359, -0.261314, 0.742013)","(0.664617, -0.179058, 0.725412)","(0.582574, 0.809891, -0.0684448)","(-0.515729, 0.421866, -0.74569)","(-0.794209, -0.135737, -0.59229)","(0.559767, -0.124302, 0.819274)","(0.615608, 0.78335, -0.085966)","(-0.394843, 0.361406, -0.84468)","(-0.71292, -0.155069, -0.683885)","(0.435397, -0.107296, 0.893822)","(0.70472, 0.70355, -0.0915863)","(-0.106961, 0.187796, -0.976367)","(-0.507731, -0.241233, -0.827052)",fist,peter
"(0, 0, 0)","(0.647473, 0.0725696, 0.758625)","(0.785793, -0.101693, 0.610072)","(0.87961, -0.3113, 0.359691)","(0.74887, -0.223755, 0.6238)","(0.433762, -0.561213, 0.704905)","(0.534477, -0.417836, 0.734675)","(0.61206, -0.274645, 0.741588)","(0.666082, -0.179647, 0.723921)","(0.585564, 0.807378, -0.0724925)","(-0.516303, 0.421792, -0.745334)","(-0.796522, -0.134263, -0.589513)","(0.561733, -0.12421, 0.817941)","(0.618522, 0.780609, -0.0898908)","(-0.395761, 0.360787, -0.844516)","(-0.715504, -0.153957, -0.681434)","(0.437657, -0.1065, 0.892813)","(0.707346, 0.700441, -0.0951032)","(-0.109214, 0.185333, -0.976588)","(-0.511469, -0.242008, -0.824519)",fist,peter
"(0, 0, 0)","(0.649077, 0.0722995, 0.75728)","(0.786684, -0.102572, 0.608775)","(0.879511, -0.31287, 0.358569)","(0.749487, -0.224516, 0.622786)","(0.43281, -0.56186, 0.704974)","(0.532356, -0.421471, 0.734138)","(0.609468, -0.281294, 0.741231)","(0.666997, -0.180024, 0.722984)","(0.587429, 0.80579, -0.0750312)","(-0.516665, 0.421748, -0.745108)","(-0.797966, -0.133332, -0.587769)","(0.562964, -0.124161, 0.817102)","(0.620366, 0.778862, -0.0923051)","(-0.396276, 0.360469, -0.84441)","(-0.717091, -0.153182, -0.679938)","(0.439073, -0.10601, 0.892175)","(0.709021, 0.698466, -0.0971318)","(-0.110649, 0.183756, -0.976724)","(-0.513901, -0.242609, -0.822828)",fist,peter
"(0, 0, 0)","(0.650135, 0.0721156, 0.756388)","(0.78727, -0.103159, 0.607918)","(0.879443, -0.313918, 0.357821)","(0.749892, -0.225024, 0.622114)","(0.432655, -0.56196, 0.70499)","(0.531738, -0.42293, 0.733747)","(0.608678, -0.284137, 0.740795)","(0.667602, -0.180278, 0.722362)","(0.588659, 0.804733, -0.0767142)","(-0.516906, 0.421718, -0.744958)","(-0.79892, -0.132713, -0.586612)","(0.563778, -0.124133, 0.816544)","(0.621604, 0.777687, -0.0938657)","(-0.396565, 0.360316, -0.844339)","(-0.718119, -0.152608, -0.678982)","(0.440012, -0.10569, 0.891751)","(0.710157, 0.697143, -0.0983301)","(-0.111618, 0.182684, -0.976815)","(-0.515583, -0.243116, -0.821625)",fist,peter
